Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,SEXE
2010-01-01,1,Ciutat Vella,1,el Raval,1,1001,570,1
2010-01-01,1,Ciutat Vella,1,el Raval,1,1001,757,2
2010-01-01,1,Ciutat Vella,1,el Raval,1,1002,689,1
2010-01-01,1,Ciutat Vella,1,el Raval,1,1002,794,2
2010-01-01,1,Ciutat Vella,1,el Raval,2,1003,1490,1
2010-01-01,1,Ciutat Vella,1,el Raval,2,1003,1776,2
2010-01-01,1,Ciutat Vella,1,el Raval,2,1004,1323,1
2010-01-01,1,Ciutat Vella,1,el Raval,2,1004,1594,2
2010-01-01,1,Ciutat Vella,1,el Raval,3,1005,1080,1
2010-01-01,1,Ciutat Vella,1,el Raval,3,1005,1321,2
2010-01-01,1,Ciutat Vella,1,el Raval,3,1006,831,1
2010-01-01,1,Ciutat Vella,1,el Raval,3,1006,1165,2
2010-01-01,1,Ciutat Vella,1,el Raval,3,1007,789,1
2010-01-01,1,Ciutat Vella,1,el Raval,3,1007,1190,2
2010-01-01,1,Ciutat Vella,1,el Raval,4,1008,1274,1
2010-01-01,1,Ciutat Vella,1,el Raval,4,1008,2001,2
2010-01-01,1,Ciutat Vella,1,el Raval,4,1009,975,1
2010-01-01,1,Ciutat Vella,1,el Raval,4,1009,1185,2
2010-01-01,1,Ciutat Vella,1,el Raval,4,1010,1002,1
2010-01-01,1,Ciutat Vella,1,el Raval,4,1010,1301,2
2010-01-01,1,Ciutat Vella,1,el Raval,5,1011,1489,1
2010-01-01,1,Ciutat Vella,1,el Raval,5,1011,1899,2
2010-01-01,1,Ciutat Vella,1,el Raval,5,1012,908,1
2010-01-01,1,Ciutat Vella,1,el Raval,5,1012,1000,2
2010-01-01,1,Ciutat Vella,1,el Raval,5,1013,648,1
2010-01-01,1,Ciutat Vella,1,el Raval,5,1013,619,2
2010-01-01,1,Ciutat Vella,1,el Raval,6,1014,939,1
2010-01-01,1,Ciutat Vella,1,el Raval,6,1014,961,2
2010-01-01,1,Ciutat Vella,1,el Raval,6,1015,1169,1
2010-01-01,1,Ciutat Vella,1,el Raval,6,1015,1141,2
2010-01-01,1,Ciutat Vella,1,el Raval,6,1016,1185,1
2010-01-01,1,Ciutat Vella,1,el Raval,6,1016,1152,2
2010-01-01,1,Ciutat Vella,1,el Raval,6,1017,1271,1
2010-01-01,1,Ciutat Vella,1,el Raval,6,1017,1435,2
2010-01-01,1,Ciutat Vella,1,el Raval,7,1018,714,1
2010-01-01,1,Ciutat Vella,1,el Raval,7,1018,737,2
2010-01-01,1,Ciutat Vella,1,el Raval,7,1019,1287,1
2010-01-01,1,Ciutat Vella,1,el Raval,7,1019,1497,2
2010-01-01,1,Ciutat Vella,1,el Raval,7,1020,1176,1
2010-01-01,1,Ciutat Vella,1,el Raval,7,1020,976,2
2010-01-01,1,Ciutat Vella,1,el Raval,8,1021,1066,1
2010-01-01,1,Ciutat Vella,1,el Raval,8,1021,980,2
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,668,1
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,575,2
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,1559,1
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,1927,2
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,717,1
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,658,2
2010-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,1106,1
