Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,SEXE
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,589,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,787,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1002,706,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1002,832,2
2011-01-01,1,Ciutat Vella,1,el Raval,2,1003,1482,1
2011-01-01,1,Ciutat Vella,1,el Raval,2,1003,1754,2
2011-01-01,1,Ciutat Vella,1,el Raval,2,1004,1274,1
2011-01-01,1,Ciutat Vella,1,el Raval,2,1004,1562,2
2011-01-01,1,Ciutat Vella,1,el Raval,3,1005,1086,1
2011-01-01,1,Ciutat Vella,1,el Raval,3,1005,1395,2
2011-01-01,1,Ciutat Vella,1,el Raval,3,1006,815,1
2011-01-01,1,Ciutat Vella,1,el Raval,3,1006,1060,2
2011-01-01,1,Ciutat Vella,1,el Raval,3,1007,764,1
2011-01-01,1,Ciutat Vella,1,el Raval,3,1007,1301,2
2011-01-01,1,Ciutat Vella,1,el Raval,4,1008,1284,1
2011-01-01,1,Ciutat Vella,1,el Raval,4,1008,1986,2
2011-01-01,1,Ciutat Vella,1,el Raval,4,1009,980,1
2011-01-01,1,Ciutat Vella,1,el Raval,4,1009,1140,2
2011-01-01,1,Ciutat Vella,1,el Raval,4,1010,1003,1
2011-01-01,1,Ciutat Vella,1,el Raval,4,1010,1393,2
2011-01-01,1,Ciutat Vella,1,el Raval,5,1011,1553,1
2011-01-01,1,Ciutat Vella,1,el Raval,5,1011,2046,2
2011-01-01,1,Ciutat Vella,1,el Raval,5,1012,912,1
2011-01-01,1,Ciutat Vella,1,el Raval,5,1012,1009,2
2011-01-01,1,Ciutat Vella,1,el Raval,5,1013,652,1
2011-01-01,1,Ciutat Vella,1,el Raval,5,1013,620,2
2011-01-01,1,Ciutat Vella,1,el Raval,6,1014,935,1
2011-01-01,1,Ciutat Vella,1,el Raval,6,1014,1016,2
2011-01-01,1,Ciutat Vella,1,el Raval,6,1015,1155,1
2011-01-01,1,Ciutat Vella,1,el Raval,6,1015,1143,2
2011-01-01,1,Ciutat Vella,1,el Raval,6,1016,1138,1
2011-01-01,1,Ciutat Vella,1,el Raval,6,1016,1209,2
2011-01-01,1,Ciutat Vella,1,el Raval,6,1017,1266,1
2011-01-01,1,Ciutat Vella,1,el Raval,6,1017,1409,2
2011-01-01,1,Ciutat Vella,1,el Raval,7,1018,726,1
2011-01-01,1,Ciutat Vella,1,el Raval,7,1018,759,2
2011-01-01,1,Ciutat Vella,1,el Raval,7,1019,1295,1
2011-01-01,1,Ciutat Vella,1,el Raval,7,1019,1537,2
2011-01-01,1,Ciutat Vella,1,el Raval,7,1020,1146,1
2011-01-01,1,Ciutat Vella,1,el Raval,7,1020,969,2
2011-01-01,1,Ciutat Vella,1,el Raval,8,1021,1046,1
2011-01-01,1,Ciutat Vella,1,el Raval,8,1021,991,2
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,656,1
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,573,2
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,1318,1
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,1625,2
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,678,1
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,645,2
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,1025,1
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,1891,2
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,778,1
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,834,2
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,879,1
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,1148,2
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,700,1
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,732,2
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,1144,1
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,1349,2
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,787,1
2011-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,916,2
2011-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,985,1
2011-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,995,2
2011-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,585,1
2011-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,595,2
2011-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,545,1
2011-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,528,2
2011-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,691,1
2011-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,711,2
2011-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,618,1
2011-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,581,2
2011-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,711,1
2011-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,640,2
2011-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,769,1
2011-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,857,2
2011-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,703,1
2011-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,670,2
2011-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,559,1
2011-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,564,2
2011-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,789,1
2011-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,805,2
2011-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,980,1
2011-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,868,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,553,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,559,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,765,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,683,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,1012,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,1007,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,860,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,866,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,957,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,878,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,1132,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,1142,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,725,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,663,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,795,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,842,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,902,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,918,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,1195,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,1288,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,1012,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,1081,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1054,664,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1054,663,2
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1055,683,1
2011-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1055,572,2
2011-01-01,2,Eixample,5,el Fort Pienc,20,2001,593,1
2011-01-01,2,Eixample,5,el Fort Pienc,20,2001,560,2
2011-01-01,2,Eixample,5,el Fort Pienc,20,2002,1188,1
2011-01-01,2,Eixample,5,el Fort Pienc,20,2002,1887,2
2011-01-01,2,Eixample,5,el Fort Pienc,20,2003,692,1
2011-01-01,2,Eixample,5,el Fort Pienc,20,2003,545,2
2011-01-01,2,Eixample,5,el Fort Pienc,20,2004,815,1
2011-01-01,2,Eixample,5,el Fort Pienc,20,2004,706,2
2011-01-01,2,Eixample,5,el Fort Pienc,20,2005,1117,1
2011-01-01,2,Eixample,5,el Fort Pienc,20,2005,963,2
2011-01-01,2,Eixample,5,el Fort Pienc,20,2006,836,1
2011-01-01,2,Eixample,5,el Fort Pienc,20,2006,736,2
2011-01-01,2,Eixample,5,el Fort Pienc,20,2007,724,1
2011-01-01,2,Eixample,5,el Fort Pienc,20,2007,538,2
2011-01-01,2,Eixample,5,el Fort Pienc,20,2008,999,1
2011-01-01,2,Eixample,5,el Fort Pienc,20,2008,817,2
2011-01-01,2,Eixample,5,el Fort Pienc,20,2009,898,1
2011-01-01,2,Eixample,5,el Fort Pienc,20,2009,764,2
2011-01-01,2,Eixample,5,el Fort Pienc,21,2010,640,1
2011-01-01,2,Eixample,5,el Fort Pienc,21,2010,547,2
2011-01-01,2,Eixample,5,el Fort Pienc,21,2011,586,1
2011-01-01,2,Eixample,5,el Fort Pienc,21,2011,552,2
2011-01-01,2,Eixample,5,el Fort Pienc,21,2012,796,1
2011-01-01,2,Eixample,5,el Fort Pienc,21,2012,738,2
2011-01-01,2,Eixample,5,el Fort Pienc,21,2013,603,1
2011-01-01,2,Eixample,5,el Fort Pienc,21,2013,545,2
2011-01-01,2,Eixample,5,el Fort Pienc,22,2014,706,1
2011-01-01,2,Eixample,5,el Fort Pienc,22,2014,636,2
2011-01-01,2,Eixample,5,el Fort Pienc,22,2015,866,1
2011-01-01,2,Eixample,5,el Fort Pienc,22,2015,738,2
2011-01-01,2,Eixample,5,el Fort Pienc,22,2016,1031,1
2011-01-01,2,Eixample,5,el Fort Pienc,22,2016,855,2
2011-01-01,2,Eixample,5,el Fort Pienc,22,2017,1046,1
2011-01-01,2,Eixample,5,el Fort Pienc,22,2017,879,2
2011-01-01,2,Eixample,5,el Fort Pienc,22,2018,1014,1
2011-01-01,2,Eixample,5,el Fort Pienc,22,2018,865,2
2011-01-01,2,Eixample,5,el Fort Pienc,22,2019,1037,1
2011-01-01,2,Eixample,5,el Fort Pienc,22,2019,890,2
2011-01-01,2,Eixample,5,el Fort Pienc,22,2020,782,1
2011-01-01,2,Eixample,5,el Fort Pienc,22,2020,657,2
2011-01-01,2,Eixample,6,la Sagrada Família,23,2021,804,1
2011-01-01,2,Eixample,6,la Sagrada Família,23,2021,705,2
2011-01-01,2,Eixample,6,la Sagrada Família,23,2022,647,1
2011-01-01,2,Eixample,6,la Sagrada Família,23,2022,570,2
2011-01-01,2,Eixample,6,la Sagrada Família,23,2023,571,1
2011-01-01,2,Eixample,6,la Sagrada Família,23,2023,533,2
2011-01-01,2,Eixample,6,la Sagrada Família,23,2024,624,1
2011-01-01,2,Eixample,6,la Sagrada Família,23,2024,544,2
2011-01-01,2,Eixample,6,la Sagrada Família,24,2025,670,1
2011-01-01,2,Eixample,6,la Sagrada Família,24,2025,558,2
2011-01-01,2,Eixample,6,la Sagrada Família,24,2026,1129,1
2011-01-01,2,Eixample,6,la Sagrada Família,24,2026,949,2
2011-01-01,2,Eixample,6,la Sagrada Família,24,2027,1082,1
2011-01-01,2,Eixample,6,la Sagrada Família,24,2027,931,2
2011-01-01,2,Eixample,6,la Sagrada Família,24,2028,1124,1
2011-01-01,2,Eixample,6,la Sagrada Família,24,2028,949,2
2011-01-01,2,Eixample,6,la Sagrada Família,24,2029,591,1
2011-01-01,2,Eixample,6,la Sagrada Família,24,2029,532,2
2011-01-01,2,Eixample,6,la Sagrada Família,24,2030,675,1
2011-01-01,2,Eixample,6,la Sagrada Família,24,2030,589,2
2011-01-01,2,Eixample,6,la Sagrada Família,24,2031,561,1
2011-01-01,2,Eixample,6,la Sagrada Família,24,2031,473,2
2011-01-01,2,Eixample,6,la Sagrada Família,24,2032,767,1
2011-01-01,2,Eixample,6,la Sagrada Família,24,2032,541,2
2011-01-01,2,Eixample,6,la Sagrada Família,25,2033,648,1
2011-01-01,2,Eixample,6,la Sagrada Família,25,2033,569,2
2011-01-01,2,Eixample,6,la Sagrada Família,25,2034,635,1
2011-01-01,2,Eixample,6,la Sagrada Família,25,2034,523,2
2011-01-01,2,Eixample,6,la Sagrada Família,25,2035,717,1
2011-01-01,2,Eixample,6,la Sagrada Família,25,2035,583,2
2011-01-01,2,Eixample,6,la Sagrada Família,25,2036,656,1
2011-01-01,2,Eixample,6,la Sagrada Família,25,2036,583,2
2011-01-01,2,Eixample,6,la Sagrada Família,25,2037,615,1
2011-01-01,2,Eixample,6,la Sagrada Família,25,2037,615,2
2011-01-01,2,Eixample,6,la Sagrada Família,25,2038,826,1
2011-01-01,2,Eixample,6,la Sagrada Família,25,2038,759,2
2011-01-01,2,Eixample,6,la Sagrada Família,25,2039,992,1
2011-01-01,2,Eixample,6,la Sagrada Família,25,2039,764,2
2011-01-01,2,Eixample,6,la Sagrada Família,25,2040,865,1
2011-01-01,2,Eixample,6,la Sagrada Família,25,2040,785,2
2011-01-01,2,Eixample,6,la Sagrada Família,26,2041,966,1
2011-01-01,2,Eixample,6,la Sagrada Família,26,2041,771,2
2011-01-01,2,Eixample,6,la Sagrada Família,26,2042,902,1
2011-01-01,2,Eixample,6,la Sagrada Família,26,2042,804,2
2011-01-01,2,Eixample,6,la Sagrada Família,26,2043,767,1
2011-01-01,2,Eixample,6,la Sagrada Família,26,2043,675,2
2011-01-01,2,Eixample,6,la Sagrada Família,26,2044,696,1
2011-01-01,2,Eixample,6,la Sagrada Família,26,2044,552,2
2011-01-01,2,Eixample,6,la Sagrada Família,26,2045,656,1
2011-01-01,2,Eixample,6,la Sagrada Família,26,2045,559,2
2011-01-01,2,Eixample,6,la Sagrada Família,26,2046,1033,1
