Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,SEXE
2006-01-01,1,Ciutat Vella,1,el Raval,1,1001,577,1
2006-01-01,1,Ciutat Vella,1,el Raval,1,1001,783,2
2006-01-01,1,Ciutat Vella,1,el Raval,1,1002,763,1
2006-01-01,1,Ciutat Vella,1,el Raval,1,1002,847,2
2006-01-01,1,Ciutat Vella,1,el Raval,2,1003,1514,1
2006-01-01,1,Ciutat Vella,1,el Raval,2,1003,1801,2
2006-01-01,1,Ciutat Vella,1,el Raval,2,1004,1346,1
2006-01-01,1,Ciutat Vella,1,el Raval,2,1004,1703,2
2006-01-01,1,Ciutat Vella,1,el Raval,3,1005,1036,1
2006-01-01,1,Ciutat Vella,1,el Raval,3,1005,1281,2
2006-01-01,1,Ciutat Vella,1,el Raval,3,1006,920,1
2006-01-01,1,Ciutat Vella,1,el Raval,3,1006,1383,2
2006-01-01,1,Ciutat Vella,1,el Raval,3,1007,743,1
2006-01-01,1,Ciutat Vella,1,el Raval,3,1007,1263,2
2006-01-01,1,Ciutat Vella,1,el Raval,4,1008,1244,1
2006-01-01,1,Ciutat Vella,1,el Raval,4,1008,2200,2
2006-01-01,1,Ciutat Vella,1,el Raval,4,1009,946,1
2006-01-01,1,Ciutat Vella,1,el Raval,4,1009,1213,2
2006-01-01,1,Ciutat Vella,1,el Raval,4,1010,963,1
2006-01-01,1,Ciutat Vella,1,el Raval,4,1010,1443,2
2006-01-01,1,Ciutat Vella,1,el Raval,5,1011,1396,1
2006-01-01,1,Ciutat Vella,1,el Raval,5,1011,2078,2
2006-01-01,1,Ciutat Vella,1,el Raval,5,1012,878,1
2006-01-01,1,Ciutat Vella,1,el Raval,5,1012,948,2
2006-01-01,1,Ciutat Vella,1,el Raval,5,1013,657,1
2006-01-01,1,Ciutat Vella,1,el Raval,5,1013,627,2
2006-01-01,1,Ciutat Vella,1,el Raval,6,1014,877,1
2006-01-01,1,Ciutat Vella,1,el Raval,6,1014,847,2
2006-01-01,1,Ciutat Vella,1,el Raval,6,1015,1092,1
2006-01-01,1,Ciutat Vella,1,el Raval,6,1015,1144,2
2006-01-01,1,Ciutat Vella,1,el Raval,6,1016,1123,1
2006-01-01,1,Ciutat Vella,1,el Raval,6,1016,1001,2
2006-01-01,1,Ciutat Vella,1,el Raval,6,1017,1190,1
2006-01-01,1,Ciutat Vella,1,el Raval,6,1017,1360,2
2006-01-01,1,Ciutat Vella,1,el Raval,7,1018,699,1
2006-01-01,1,Ciutat Vella,1,el Raval,7,1018,708,2
2006-01-01,1,Ciutat Vella,1,el Raval,7,1019,1352,1
2006-01-01,1,Ciutat Vella,1,el Raval,7,1019,1631,2
2006-01-01,1,Ciutat Vella,1,el Raval,7,1020,1170,1
2006-01-01,1,Ciutat Vella,1,el Raval,7,1020,938,2
2006-01-01,1,Ciutat Vella,1,el Raval,8,1021,1056,1
2006-01-01,1,Ciutat Vella,1,el Raval,8,1021,958,2
2006-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,633,1
2006-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,544,2
2006-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,4976,1
2006-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,8306,2
2006-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,713,1
2006-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,642,2
2006-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,824,1
2006-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,866,2
2006-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,801,1
2006-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,849,2
2006-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,945,1
2006-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,1208,2
