Any,Codi_Barri,Nom_Barri,Valor,CODI_BARRI_DEST
2012,1,el Raval,4518,1
2012,1,el Raval,296,2
2012,1,el Raval,100,3
2012,1,el Raval,199,4
2012,1,el Raval,55,5
2012,1,el Raval,124,6
2012,1,el Raval,88,7
2012,1,el Raval,138,8
2012,1,el Raval,141,9
2012,1,el Raval,438,10
2012,1,el Raval,843,11
2012,1,el Raval,83,13
2012,1,el Raval,36,14
2012,1,el Raval,67,15
2012,1,el Raval,39,16
2012,1,el Raval,56,17
2012,1,el Raval,101,18
2012,1,el Raval,31,19
2012,1,el Raval,13,20
2012,1,el Raval,9,21
2012,1,el Raval,11,22
2012,1,el Raval,17,23
2012,1,el Raval,7,24
2012,1,el Raval,18,25
2012,1,el Raval,21,26
2012,1,el Raval,36,27
2012,1,el Raval,27,28
2012,1,el Raval,..,29
2012,1,el Raval,10,30
2012,1,el Raval,127,31
2012,1,el Raval,36,32
2012,1,el Raval,25,33
2012,1,el Raval,12,34
2012,1,el Raval,40,35
2012,1,el Raval,6,36
2012,1,el Raval,39,37
2012,1,el Raval,18,38
2012,1,el Raval,..,39
2012,1,el Raval,6,40
2012,1,el Raval,..,41
2012,1,el Raval,..,42
2012,1,el Raval,23,43
2012,1,el Raval,20,44
2012,1,el Raval,29,45
2012,1,el Raval,13,46
2012,1,el Raval,..,47
2012,1,el Raval,7,48
2012,1,el Raval,..,49
2012,1,el Raval,20,50
2012,1,el Raval,12,51
2012,1,el Raval,28,52
2012,1,el Raval,14,53
2012,1,el Raval,..,54
2012,1,el Raval,32,55
2012,1,el Raval,..,56
2012,1,el Raval,38,57
2012,1,el Raval,..,58
2012,1,el Raval,10,59
2012,1,el Raval,45,60
2012,1,el Raval,25,61
2012,1,el Raval,9,62
2012,1,el Raval,27,63
2012,1,el Raval,55,64
2012,1,el Raval,32,65
2012,1,el Raval,20,66
2012,1,el Raval,12,67
2012,1,el Raval,47,68
2012,1,el Raval,16,69
2012,1,el Raval,95,70
2012,1,el Raval,19,71
2012,1,el Raval,10,72
2012,1,el Raval,12,73
2012,2,el Barri Gòtic,314,1
2012,2,el Barri Gòtic,394,2
2012,2,el Barri Gòtic,45,3
2012,2,el Barri Gòtic,156,4
2012,2,el Barri Gòtic,46,5
2012,2,el Barri Gòtic,46,6
2012,2,el Barri Gòtic,66,7
2012,2,el Barri Gòtic,55,8
2012,2,el Barri Gòtic,41,9
2012,2,el Barri Gòtic,46,10
2012,2,el Barri Gòtic,143,11
2012,2,el Barri Gòtic,..,12
2012,2,el Barri Gòtic,15,13
2012,2,el Barri Gòtic,5,14
2012,2,el Barri Gòtic,14,15
2012,2,el Barri Gòtic,8,16
2012,2,el Barri Gòtic,16,17
2012,2,el Barri Gòtic,17,18
2012,2,el Barri Gòtic,14,19
2012,2,el Barri Gòtic,6,20
2012,2,el Barri Gòtic,..,21
2012,2,el Barri Gòtic,5,22
2012,2,el Barri Gòtic,28,23
2012,2,el Barri Gòtic,8,24
2012,2,el Barri Gòtic,21,25
2012,2,el Barri Gòtic,9,26
2012,2,el Barri Gòtic,15,27
2012,2,el Barri Gòtic,11,28
2012,2,el Barri Gòtic,8,29
2012,2,el Barri Gòtic,..,30
2012,2,el Barri Gòtic,54,31
2012,2,el Barri Gòtic,17,32
2012,2,el Barri Gòtic,10,33
2012,2,el Barri Gòtic,6,34
2012,2,el Barri Gòtic,17,35
2012,2,el Barri Gòtic,..,36
2012,2,el Barri Gòtic,6,37
2012,2,el Barri Gòtic,..,38
2012,2,el Barri Gòtic,6,39
2012,2,el Barri Gòtic,..,40
2012,2,el Barri Gòtic,..,41
2012,2,el Barri Gòtic,13,43
2012,2,el Barri Gòtic,6,44
2012,2,el Barri Gòtic,..,45
2012,2,el Barri Gòtic,..,46
2012,2,el Barri Gòtic,..,47
2012,2,el Barri Gòtic,..,48
2012,2,el Barri Gòtic,..,49
2012,2,el Barri Gòtic,12,50
2012,2,el Barri Gòtic,..,51
2012,2,el Barri Gòtic,10,52
2012,2,el Barri Gòtic,5,53
2012,2,el Barri Gòtic,..,54
