Any,Codi_Barri,Nom_Barri,Valor,CODI_BARRI_DEST
2011,1,el Raval,4324,1
2011,1,el Raval,254,2
2011,1,el Raval,103,3
2011,1,el Raval,213,4
2011,1,el Raval,84,5
2011,1,el Raval,94,6
2011,1,el Raval,106,7
2011,1,el Raval,133,8
2011,1,el Raval,164,9
2011,1,el Raval,446,10
2011,1,el Raval,790,11
2011,1,el Raval,65,13
2011,1,el Raval,34,14
2011,1,el Raval,73,15
2011,1,el Raval,34,16
2011,1,el Raval,55,17
2011,1,el Raval,86,18
2011,1,el Raval,33,19
2011,1,el Raval,12,20
2011,1,el Raval,6,21
2011,1,el Raval,6,22
2011,1,el Raval,19,23
2011,1,el Raval,9,24
2011,1,el Raval,19,25
2011,1,el Raval,42,26
2011,1,el Raval,28,27
2011,1,el Raval,19,28
2011,1,el Raval,6,29
2011,1,el Raval,10,30
2011,1,el Raval,133,31
2011,1,el Raval,49,32
2011,1,el Raval,30,33
2011,1,el Raval,10,34
2011,1,el Raval,34,35
2011,1,el Raval,11,36
2011,1,el Raval,35,37
2011,1,el Raval,20,38
2011,1,el Raval,11,39
2011,1,el Raval,9,40
2011,1,el Raval,11,41
2011,1,el Raval,5,42
2011,1,el Raval,23,43
2011,1,el Raval,22,44
2011,1,el Raval,17,45
2011,1,el Raval,21,46
2011,1,el Raval,..,47
2011,1,el Raval,5,48
2011,1,el Raval,12,49
2011,1,el Raval,36,50
2011,1,el Raval,15,51
2011,1,el Raval,29,52
2011,1,el Raval,8,53
2011,1,el Raval,5,54
2011,1,el Raval,14,55
2011,1,el Raval,24,57
2011,1,el Raval,..,58
2011,1,el Raval,14,59
2011,1,el Raval,36,60
2011,1,el Raval,42,61
2011,1,el Raval,9,62
2011,1,el Raval,18,63
2011,1,el Raval,63,64
2011,1,el Raval,36,65
2011,1,el Raval,21,66
2011,1,el Raval,12,67
2011,1,el Raval,57,68
2011,1,el Raval,12,69
2011,1,el Raval,87,70
2011,1,el Raval,22,71
2011,1,el Raval,23,72
2011,1,el Raval,44,73
2011,2,el Barri Gòtic,318,1
2011,2,el Barri Gòtic,315,2
2011,2,el Barri Gòtic,48,3
2011,2,el Barri Gòtic,183,4
2011,2,el Barri Gòtic,48,5
2011,2,el Barri Gòtic,36,6
2011,2,el Barri Gòtic,83,7
2011,2,el Barri Gòtic,46,8
2011,2,el Barri Gòtic,46,9
2011,2,el Barri Gòtic,56,10
2011,2,el Barri Gòtic,94,11
2011,2,el Barri Gòtic,12,13
2011,2,el Barri Gòtic,8,14
2011,2,el Barri Gòtic,19,15
2011,2,el Barri Gòtic,27,16
2011,2,el Barri Gòtic,17,17
2011,2,el Barri Gòtic,26,18
2011,2,el Barri Gòtic,21,19
2011,2,el Barri Gòtic,5,20
2011,2,el Barri Gòtic,5,21
2011,2,el Barri Gòtic,6,22
2011,2,el Barri Gòtic,25,23
2011,2,el Barri Gòtic,8,24
2011,2,el Barri Gòtic,10,25
2011,2,el Barri Gòtic,18,26
2011,2,el Barri Gòtic,21,27
2011,2,el Barri Gòtic,15,28
2011,2,el Barri Gòtic,..,29
2011,2,el Barri Gòtic,..,30
2011,2,el Barri Gòtic,70,31
2011,2,el Barri Gòtic,19,32
2011,2,el Barri Gòtic,13,33
2011,2,el Barri Gòtic,..,34
2011,2,el Barri Gòtic,17,35
2011,2,el Barri Gòtic,5,36
2011,2,el Barri Gòtic,19,37
2011,2,el Barri Gòtic,..,38
2011,2,el Barri Gòtic,..,40
2011,2,el Barri Gòtic,..,41
2011,2,el Barri Gòtic,..,42
2011,2,el Barri Gòtic,25,43
2011,2,el Barri Gòtic,9,44
2011,2,el Barri Gòtic,9,45
2011,2,el Barri Gòtic,9,46
2011,2,el Barri Gòtic,5,48
2011,2,el Barri Gòtic,..,49
2011,2,el Barri Gòtic,8,50
2011,2,el Barri Gòtic,12,51
2011,2,el Barri Gòtic,6,52
2011,2,el Barri Gòtic,7,53
2011,2,el Barri Gòtic,..,54
2011,2,el Barri Gòtic,13,55
2011,2,el Barri Gòtic,5,56
2011,2,el Barri Gòtic,16,57
2011,2,el Barri Gòtic,..,58
2011,2,el Barri Gòtic,8,59
2011,2,el Barri Gòtic,9,60
2011,2,el Barri Gòtic,10,61
2011,2,el Barri Gòtic,5,62
2011,2,el Barri Gòtic,9,63
2011,2,el Barri Gòtic,21,64
2011,2,el Barri Gòtic,17,65
2011,2,el Barri Gòtic,18,66
2011,2,el Barri Gòtic,6,67
2011,2,el Barri Gòtic,46,68
2011,2,el Barri Gòtic,43,70
2011,2,el Barri Gòtic,15,71
2011,2,el Barri Gòtic,11,72
2011,2,el Barri Gòtic,15,73
2011,3,la Barceloneta,112,1
2011,3,la Barceloneta,44,2
2011,3,la Barceloneta,557,3
2011,3,la Barceloneta,79,4
2011,3,la Barceloneta,27,5
2011,3,la Barceloneta,24,6
2011,3,la Barceloneta,35,7
2011,3,la Barceloneta,30,8
2011,3,la Barceloneta,27,9
2011,3,la Barceloneta,37,10
2011,3,la Barceloneta,52,11
2011,3,la Barceloneta,..,12
2011,3,la Barceloneta,28,13
2011,3,la Barceloneta,6,14
2011,3,la Barceloneta,13,15
2011,3,la Barceloneta,8,16
2011,3,la Barceloneta,7,17
2011,3,la Barceloneta,32,18
2011,3,la Barceloneta,10,19
2011,3,la Barceloneta,..,20
2011,3,la Barceloneta,..,22
2011,3,la Barceloneta,..,23
2011,3,la Barceloneta,..,25
2011,3,la Barceloneta,6,26
2011,3,la Barceloneta,12,27
2011,3,la Barceloneta,..,28
2011,3,la Barceloneta,..,29
2011,3,la Barceloneta,5,30
2011,3,la Barceloneta,46,31
2011,3,la Barceloneta,15,32
2011,3,la Barceloneta,9,33
2011,3,la Barceloneta,..,34
2011,3,la Barceloneta,14,35
2011,3,la Barceloneta,..,36
2011,3,la Barceloneta,11,37
2011,3,la Barceloneta,..,38
2011,3,la Barceloneta,..,39
2011,3,la Barceloneta,..,40
2011,3,la Barceloneta,..,41
2011,3,la Barceloneta,8,44
2011,3,la Barceloneta,12,45
2011,3,la Barceloneta,10,46
2011,3,la Barceloneta,..,47
2011,3,la Barceloneta,..,48
2011,3,la Barceloneta,..,50
2011,3,la Barceloneta,5,51
2011,3,la Barceloneta,5,52
2011,3,la Barceloneta,8,53
2011,3,la Barceloneta,6,55
2011,3,la Barceloneta,..,56
2011,3,la Barceloneta,6,57
2011,3,la Barceloneta,..,58
2011,3,la Barceloneta,6,59
2011,3,la Barceloneta,14,60
2011,3,la Barceloneta,..,61
2011,3,la Barceloneta,..,62
2011,3,la Barceloneta,8,63
2011,3,la Barceloneta,17,64
2011,3,la Barceloneta,39,65
2011,3,la Barceloneta,17,66
2011,3,la Barceloneta,17,67
2011,3,la Barceloneta,32,68
2011,3,la Barceloneta,8,69
2011,3,la Barceloneta,25,70
2011,3,la Barceloneta,17,71
2011,3,la Barceloneta,..,72
2011,3,la Barceloneta,33,73
2011,4,"Sant Pere, Santa Caterina i la Ribera",198,1
2011,4,"Sant Pere, Santa Caterina i la Ribera",139,2
2011,4,"Sant Pere, Santa Caterina i la Ribera",77,3
2011,4,"Sant Pere, Santa Caterina i la Ribera",621,4
2011,4,"Sant Pere, Santa Caterina i la Ribera",103,5
2011,4,"Sant Pere, Santa Caterina i la Ribera",44,6
2011,4,"Sant Pere, Santa Caterina i la Ribera",114,7
2011,4,"Sant Pere, Santa Caterina i la Ribera",73,8
2011,4,"Sant Pere, Santa Caterina i la Ribera",48,9
